-6.401,-6.434,2.025
-6.567,-6.393,2.025
-6.917,-6.272,2.025
-17.138,-16.492,2.025
-17.817,-16.492,2.025
-16.307,-14.982,2.025
-16.588,-15.104,2.025
-17.081,-15.231,2.025
-17.243,-15.24,2.025
-18.496,-16.492,2.025
-19.174,-16.492,2.025
-17.903,-15.221,2.025
-18.133,-15.189,2.025
-18.445,-15.083,2.025
-19.853,-16.492,2.025
-20.532,-16.492,2.025
-18.905,-14.865,2.025
-19.092,-14.758,2.025
-19.299,-14.58,2.025
-21.211,-16.492,2.025
-21.89,-16.492,2.025
-19.633,-14.236,2.025
-19.82,-14.0,2.025
-19.908,-13.831,2.025
-21.992,-15.916,2.025
-21.992,-15.237,2.025
-20.114,-13.359,2.025
-20.212,-13.025,2.025
-20.234,-12.8,2.025
-21.992,-14.558,2.025
-21.992,-13.879,2.025
-20.232,-12.119,2.025
-20.168,-11.788,2.025
-19.992,-11.307,2.025
-19.83,-11.038,2.025
-21.992,-13.2,2.025
-21.992,-12.521,2.025
-11.782,-2.312,2.025
-11.974,-1.991,2.025
-12.027,-1.878,2.025
-21.992,-11.843,2.025
-21.992,-11.164,2.025
-12.245,-1.417,2.025
-12.338,-1.222,2.025
-12.446,-0.938,2.025
-14.883,-3.376,2.025
-15.111,-3.888,2.025
-15.409,-4.304,2.025
-15.668,-4.565,2.025
-15.959,-4.791,2.025
-16.372,-5.018,2.025
-16.515,-5.077,2.025
-16.612,-5.105,2.025
-21.992,-10.485,2.025
-21.992,-9.806,2.025
-17.441,-5.255,2.025
-18.047,-5.208,2.025
-21.992,-9.127,2.025
-21.992,-8.449,2.025
-18.582,-5.039,2.025
-19.019,-4.808,2.025
-21.992,-7.77,2.025
-21.992,-7.091,2.025
-19.401,-4.5,2.025
-19.717,-4.137,2.025
-21.992,-6.412,2.025
-21.992,-5.733,2.025
-19.972,-3.713,2.025
-20.029,-3.613,2.025
-20.158,-3.221,2.025
-21.992,-5.054,2.025
-21.992,-4.376,2.025
-20.255,-2.638,2.025
-20.229,-2.077,2.025
-20.186,-1.891,2.025
-21.992,-3.697,2.025
-21.992,-3.018,2.025
-17.482,1.492,2.025
-18.161,1.492,2.025
-21.992,-2.339,2.025
-21.992,-1.66,2.025
-18.84,1.492,2.025
-19.519,1.492,2.025
-21.992,-0.981,2.025
-21.992,-0.303,2.025
-20.197,1.492,2.025
-20.876,1.492,2.025
-21.992,0.376,2.025
-21.992,1.055,2.025
-21.696,1.351,2.025
