-13.584,-16.78,0.975
-13.389,-16.717,0.975
-13.155,-16.59,0.975
-13.035,-16.498,0.975
-12.928,-16.391,0.975
-12.771,-16.176,0.975
-12.703,-16.041,0.975
-12.649,-15.89,0.975
-12.503,-15.21,0.975
-12.357,-14.678,0.975
-12.177,-14.154,0.975
-11.964,-13.642,0.975
-11.719,-13.145,0.975
-11.443,-12.665,0.975
-11.136,-12.203,0.975
-10.801,-11.761,0.975
-10.439,-11.342,0.975
-10.047,-10.942,0.975
-9.428,-10.405,0.975
-8.977,-10.072,0.975
-8.506,-9.769,0.975
-7.779,-9.378,0.975
-7.012,-9.057,0.975
-6.219,-8.81,0.975
-5.405,-8.639,0.975
-4.585,-8.547,0.975
-4.036,-8.53,0.975
4.042,-8.53,0.975
4.855,-8.569,0.975
5.678,-8.687,0.975
6.486,-8.884,0.975
7.266,-9.154,0.975
7.784,-9.381,0.975
8.511,-9.772,0.975
9.203,-10.233,0.975
9.848,-10.758,0.975
10.435,-11.337,0.975
10.805,-11.765,0.975
11.293,-12.431,0.975
11.719,-13.145,0.975
12.073,-13.891,0.975
12.274,-14.42,0.975
12.502,-15.204,0.975
12.653,-15.903,0.975
12.707,-16.052,0.975
12.777,-16.186,0.975
12.936,-16.4,0.975
13.044,-16.505,0.975
13.164,-16.596,0.975
13.388,-16.715,0.975
13.606,-16.78,0.975
22.28,-16.78,0.975
22.28,1.78,0.975
13.571,1.78,0.975
13.305,1.677,0.975
13.099,1.548,0.975
12.921,1.382,0.975
12.771,1.176,0.975
12.703,1.041,0.975
12.649,0.89,0.975
12.503,0.21,0.975
12.357,-0.322,0.975
12.177,-0.846,0.975
11.964,-1.358,0.975
11.719,-1.855,0.975
11.443,-2.335,0.975
11.136,-2.797,0.975
10.801,-3.239,0.975
10.439,-3.658,0.975
10.047,-4.058,0.975
9.428,-4.595,0.975
8.977,-4.928,0.975
8.506,-5.231,0.975
7.779,-5.622,0.975
7.012,-5.943,0.975
6.219,-6.19,0.975
5.405,-6.361,0.975
4.585,-6.453,0.975
4.036,-6.47,0.975
-4.042,-6.47,0.975
-4.855,-6.431,0.975
-5.678,-6.313,0.975
-6.486,-6.116,0.975
-7.266,-5.846,0.975
-7.784,-5.619,0.975
-8.511,-5.228,0.975
-9.203,-4.767,0.975
-9.848,-4.242,0.975
-10.435,-3.663,0.975
-10.805,-3.235,0.975
-11.293,-2.569,0.975
-11.719,-1.855,0.975
-12.073,-1.109,0.975
-12.274,-0.58,0.975
-12.502,0.204,0.975
-12.653,0.903,0.975
-12.707,1.052,0.975
-12.777,1.186,0.975
-12.936,1.4,0.975
-13.044,1.505,0.975
-13.164,1.596,0.975
-13.388,1.715,0.975
-13.606,1.78,0.975
-22.28,1.78,0.975
-22.28,-16.58,0.975
