17.384,-10.031,1.425
17.649,-10.033,1.425
18.028,-10.085,1.425
18.411,-10.201,1.425
18.832,-10.415,1.425
19.252,-10.754,1.425
19.551,-11.119,1.425
19.741,-11.458,1.425
19.838,-11.699,1.425
19.931,-12.057,1.425
19.964,-12.315,1.425
19.964,-12.697,1.425
19.901,-13.091,1.425
19.749,-13.527,1.425
19.557,-13.871,1.425
19.365,-14.121,1.425
19.19,-14.304,1.425
18.892,-14.543,1.425
18.56,-14.733,1.425
18.32,-14.831,1.425
17.945,-14.932,1.425
17.475,-14.974,1.425
16.933,-14.909,1.425
16.425,-14.727,1.425
16.076,-14.521,1.425
15.782,-14.276,1.425
15.609,-14.091,1.425
15.418,-13.833,1.425
15.208,-13.429,1.425
15.096,-13.069,1.425
15.069,-12.942,1.425
15.027,-12.506,1.425
15.058,-12.119,1.425
15.112,-11.865,1.425
15.237,-11.504,1.425
15.427,-11.152,1.425
15.713,-10.791,1.425
16.016,-10.522,1.425
16.399,-10.287,1.425
16.638,-10.184,1.425
16.753,-10.149,1.425
