15.033,-2.342,0.975
15.087,-1.967,0.975
15.139,-1.772,0.975
15.212,-1.565,0.975
15.382,-1.224,0.975
15.612,-0.904,0.975
15.889,-0.625,0.975
16.196,-0.401,0.975
16.372,-0.302,0.975
16.571,-0.21,0.975
16.933,-0.094,0.975
17.323,-0.034,0.975
17.716,-0.037,0.975
18.09,-0.1,0.975
18.284,-0.157,0.975
18.49,-0.235,0.975
18.826,-0.413,0.975
19.141,-0.65,0.975
19.413,-0.934,0.975
19.638,-1.258,0.975
19.808,-1.613,0.975
19.915,-1.977,0.975
19.949,-2.176,0.975
19.969,-2.395,0.975
19.957,-2.775,0.975
19.882,-3.162,0.975
19.747,-3.532,0.975
19.554,-3.876,0.975
19.31,-4.184,0.975
19.03,-4.44,0.975
18.866,-4.558,0.975
18.678,-4.672,0.975
18.331,-4.828,0.975
17.951,-4.931,0.975
17.559,-4.972,0.975
17.181,-4.95,0.975
16.982,-4.915,0.975
16.769,-4.861,0.975
16.415,-4.721,0.975
16.076,-4.521,0.975
15.773,-4.269,0.975
15.523,-3.983,0.975
15.41,-3.816,0.975
15.3,-3.626,0.975
15.152,-3.275,0.975
15.065,-2.917,0.975
