-7.418,-6.094,0.225
-7.89,-5.887,0.225
-14.762,-12.758,0.225
-14.738,-12.548,0.225
-14.774,-12.091,0.225
-8.333,-5.651,0.225
-8.66,-5.476,0.225
-8.766,-5.405,0.225
-14.91,-11.549,0.225
-15.13,-11.09,0.225
-9.173,-5.133,0.225
-9.374,-4.999,0.225
-9.564,-4.845,0.225
-15.416,-10.698,0.225
-15.763,-10.365,0.225
-9.938,-4.54,0.225
-10.04,-4.457,0.225
-10.288,-4.212,0.225
-16.169,-10.092,0.225
-16.309,-10.009,0.225
-16.635,-9.88,0.225
-10.63,-3.875,0.225
-10.946,-3.512,0.225
-17.2,-9.766,0.225
-17.518,-9.737,0.225
-17.888,-9.775,0.225
-11.241,-3.128,0.225
-11.528,-2.736,0.225
-18.803,-10.011,0.225
