15.63,-11.816,0.825
15.794,-11.473,0.825
16.019,-11.17,0.825
16.203,-10.99,0.825
16.409,-10.835,0.825
16.742,-10.659,0.825
17.106,-10.548,0.825
17.484,-10.509,0.825
17.863,-10.542,0.825
18.229,-10.647,0.825
18.568,-10.82,0.825
18.868,-11.053,0.825
19.118,-11.34,0.825
19.309,-11.669,0.825
19.434,-12.028,0.825
19.489,-12.405,0.825
19.471,-12.785,0.825
19.38,-13.154,0.825
19.223,-13.497,0.825
19.08,-13.711,0.825
18.911,-13.905,0.825
18.621,-14.146,0.825
18.288,-14.329,0.825
17.925,-14.445,0.825
17.548,-14.491,0.825
17.168,-14.463,0.825
16.801,-14.364,0.825
16.459,-14.197,0.825
16.155,-13.968,0.825
15.9,-13.686,0.825
15.704,-13.359,0.825
15.573,-12.995,0.825
15.51,-12.563,0.825
15.521,-12.383,0.825
