15.058	-12.121	1.575
15.102	-11.908	1.575
15.158	-11.711	1.575
15.305	-11.362	1.575
15.514	-11.028	1.575
15.773	-10.731	1.575
16.065	-10.488	1.575
16.248	-10.371	1.575
16.428	-10.273	1.575
16.781	-10.135	1.575
17.166	-10.05	1.575
17.559	-10.028	1.575
17.938	-10.068	1.575
18.149	-10.116	1.575
18.344	-10.177	1.575
18.69	-10.333	1.575
19.019	-10.55	1.575
19.31	-10.816	1.575
19.554	-11.124	1.575
19.747	-11.468	1.575
19.877	-11.825	1.575
19.926	-12.037	1.575
19.957	-12.239	1.575
19.969	-12.618	1.575
19.919	-13.009	1.575
19.808	-13.387	1.575
19.638	-13.742	1.575
19.413	-14.066	1.575
19.15	-14.34	1.575
18.982	-14.477	1.575
18.813	-14.593	1.575
18.478	-14.771	1.575
18.105	-14.897	1.575
17.717	-14.963	1.575
17.336	-14.966	1.575
17.121	-14.941	1.575
16.92	-14.902	1.575
16.558	-14.786	1.575
16.207	-14.607	1.575
15.889	-14.375	1.575
15.621	-14.105	1.575
15.488	-13.934	1.575
15.376	-13.763	1.575
15.207	-13.423	1.575
15.094	-13.064	1.575
15.058	-12.875	1.575
15.044	-12.699	1.575
