-16.392	-14.154	0.675
-16.719	-14.331	0.675
-16.839	-14.377	0.675
-17.214	-14.47	0.675
-17.595	-14.489	0.675
-17.971	-14.434	0.675
-18.33	-14.309	0.675
-18.659	-14.118	0.675
-18.946	-13.868	0.675
-19.18	-13.568	0.675
-19.353	-13.229	0.675
-19.457	-12.864	0.675
-19.491	-12.485	0.675
-19.452	-12.106	0.675
-19.341	-11.742	0.675
-19.163	-11.406	0.675
-18.927	-11.113	0.675
-18.736	-10.94	0.675
-18.524	-10.793	0.675
-18.185	-10.631	0.675
-17.817	-10.534	0.675
-17.437	-10.51	0.675
-17.06	-10.558	0.675
-16.699	-10.678	0.675
-16.367	-10.863	0.675
-16.076	-11.109	0.675
-15.837	-11.405	0.675
-15.659	-11.741	0.675
-15.55	-12.101	0.675
-15.515	-12.355	0.675
-15.51	-12.553	0.675
-15.555	-12.925	0.675
-15.671	-13.287	0.675
-15.854	-13.62	0.675
-15.97	-13.759	0.675
