16.323	-4.675	0.825
15.931	-4.412	0.825
15.596	-4.078	0.825
15.33	-3.687	0.825
15.144	-3.253	0.825
15.051	-2.823	0.825
15.038	-2.705	0.825
15.04	-2.242	0.825
15.135	-1.777	0.825
15.316	-1.34	0.825
15.576	-0.946	0.825
15.907	-0.609	0.825
16.295	-0.34	0.825
16.728	-0.15	0.825
17.189	-0.046	0.825
17.662	-0.032	0.825
18.128	-0.108	0.825
18.571	-0.271	0.825
18.966	-0.51	0.825
19.215	-0.721	0.825
19.435	-0.962	0.825
19.688	-1.347	0.825
19.867	-1.785	0.825
19.96	-2.248	0.825
19.963	-2.721	0.825
19.876	-3.185	0.825
19.703	-3.625	0.825
19.449	-4.023	0.825
19.123	-4.366	0.825
18.748	-4.634	0.825
18.456	-4.779	0.825
18.147	-4.886	0.825
17.693	-4.966	0.825
17.221	-4.957	0.825
16.954	-4.901	0.825
