-15.082	-13.018	0.375
-15.224	-13.469	0.375
-15.45	-13.884	0.375
-15.751	-14.249	0.375
-16.115	-14.549	0.375
-16.504	-14.761	0.375
-16.623	-14.81	0.375
-17.058	-14.933	0.375
-17.529	-14.973	0.375
-17.999	-14.922	0.375
-18.451	-14.783	0.375
-18.868	-14.561	0.375
-19.235	-14.263	0.375
-19.538	-13.901	0.375
-19.767	-13.488	0.375
-19.914	-13.038	0.375
-19.972	-12.569	0.375
-19.941	-12.109	0.375
-19.868	-11.791	0.375
-19.754	-11.485	0.375
-19.527	-11.084	0.375
-19.221	-10.724	0.375
-18.852	-10.429	0.375
-18.433	-10.21	0.375
-17.98	-10.074	0.375
-17.51	-10.027	0.375
-17.04	-10.07	0.375
-16.586	-10.202	0.375
-16.176	-10.412	0.375
-15.913	-10.606	0.375
-15.676	-10.831	0.375
-15.397	-11.198	0.375
-15.188	-11.622	0.375
-15.063	-12.078	0.375
-15.042	-12.349	0.375
