-11.244	-11.869	0.375
-11.025	-11.58	0.375
-10.946	-11.488	0.375
-17.2	-5.234	0.375
-16.919	-5.201	0.375
-16.643	-5.113	0.375
-10.63	-11.125	0.375
-10.294	-10.783	0.375
-16.166	-4.91	0.375
-16.029	-4.835	0.375
-15.758	-4.639	0.375
-9.934	-10.463	0.375
-9.608	-10.18	0.375
-15.415	-4.304	0.375
-15.132	-3.908	0.375
-9.178	-9.862	0.375
-8.767	-9.594	0.375
-14.914	-3.447	0.375
-14.866	-3.334	0.375
-14.775	-2.907	0.375
-8.333	-9.349	0.375
-7.903	-9.118	0.375
-14.611	-2.393	0.375
