-21.992	1.055	0.225
-21.992	0.376	0.225
-20.876	1.492	0.225
-20.198	1.492	0.225
-21.992	-0.303	0.225
-21.992	-0.981	0.225
-19.519	1.492	0.225
-18.84	1.492	0.225
-21.992	-1.66	0.225
-21.992	-2.339	0.225
-18.161	1.492	0.225
-17.482	1.492	0.225
-21.992	-3.018	0.225
-21.992	-3.697	0.225
-20.188	-1.893	0.225
-20.254	-2.32	0.225
-20.255	-2.638	0.225
-21.992	-4.376	0.225
-21.992	-5.054	0.225
-20.163	-3.225	0.225
-19.993	-3.689	0.225
-21.992	-5.733	0.225
-21.992	-6.412	0.225
-19.722	-4.142	0.225
-19.4	-4.499	0.225
-21.992	-7.091	0.225
-21.992	-7.77	0.225
-19.02	-4.798	0.225
-18.578	-5.034	0.225
-21.992	-8.449	0.225
-21.992	-9.127	0.225
-18.062	-5.197	0.225
-17.964	-5.223	0.225
-17.447	-5.261	0.225
-21.992	-9.806	0.225
-21.992	-10.485	0.225
-16.609	-5.102	0.225
-16.446	-5.05	0.225
-16.295	-4.982	0.225
-15.876	-4.735	0.225
-15.48	-4.385	0.225
-15.159	-3.966	0.225
-14.923	-3.494	0.225
-14.892	-3.385	0.225
-12.446	-0.938	0.225
-12.338	-1.222	0.225
-12.245	-1.417	0.225
-21.992	-11.164	0.225
-21.992	-11.843	0.225
-12.027	-1.878	0.225
-11.974	-1.991	0.225
-11.782	-2.312	0.225
-21.992	-12.521	0.225
-21.992	-13.2	0.225
-19.858	-11.066	0.225
-20.093	-11.547	0.225
-20.227	-12.057	0.225
-21.992	-13.879	0.225
-21.992	-14.558	0.225
-20.234	-12.8	0.225
-20.195	-13.108	0.225
-20.113	-13.358	0.225
-21.992	-15.237	0.225
-21.992	-15.916	0.225
-19.907	-13.83	0.225
-19.773	-14.07	0.225
-19.633	-14.236	0.225
-21.89	-16.492	0.225
-21.211	-16.492	0.225
-19.3	-14.581	0.225
-19.022	-14.805	0.225
-18.907	-14.867	0.225
-20.532	-16.492	0.225
-19.853	-16.492	0.225
-18.447	-15.086	0.225
-18.051	-15.207	0.225
-17.905	-15.222	0.225
-19.174	-16.492	0.225
-18.496	-16.492	0.225
-17.241	-15.238	0.225
-17.0	-15.217	0.225
-16.528	-15.082	0.225
-16.375	-15.019	0.225
-17.817	-16.492	0.225
-17.138	-16.492	0.225
-6.917	-6.272	0.225
-6.567	-6.393	0.225
-6.401	-6.434	0.225
-16.318	-16.351	0.225
