15.046	-2.187	2.025
15.151	-1.724	2.025
15.342	-1.292	2.025
15.611	-0.903	2.025
15.949	-0.573	2.025
16.344	-0.314	2.025
16.781	-0.134	2.025
17.244	-0.04	2.025
17.705	-0.036	2.025
18.028	-0.086	2.025
18.342	-0.176	2.025
18.759	-0.371	2.025
19.141	-0.65	2.025
19.463	-0.996	2.025
19.713	-1.397	2.025
19.883	-1.838	2.025
19.962	-2.286	2.025
19.971	-2.545	2.025
19.945	-2.865	2.025
19.836	-3.313	2.025
19.639	-3.742	2.025
19.363	-4.126	2.025
19.02	-4.451	2.025
18.621	-4.705	2.025
18.181	-4.878	2.025
17.717	-4.964	2.025
17.244	-4.96	2.025
16.781	-4.866	2.025
16.344	-4.686	2.025
15.949	-4.427	2.025
15.611	-4.097	2.025
15.342	-3.708	2.025
15.151	-3.276	2.025
15.054	-2.848	2.025
