-11.528	-2.736	0.525
-11.241	-3.128	0.525
-17.888	-9.775	0.525
-17.506	-9.738	0.525
-17.2	-9.766	0.525
-10.946	-3.512	0.525
-10.646	-3.86	0.525
-16.641	-9.886	0.525
-16.474	-9.935	0.525
-16.169	-10.092	0.525
-10.288	-4.212	0.525
-10.04	-4.457	0.525
-9.938	-4.54	0.525
-15.764	-10.367	0.525
-15.59	-10.504	0.525
-15.42	-10.701	0.525
-9.564	-4.845	0.525
-9.374	-4.999	0.525
-9.173	-5.133	0.525
-15.132	-11.092	0.525
-15.063	-11.204	0.525
-14.911	-11.54	0.525
-8.766	-5.405	0.525
-8.66	-5.476	0.525
-8.333	-5.651	0.525
-14.773	-12.091	0.525
-14.738	-12.56	0.525
-14.761	-12.758	0.525
-7.89	-5.887	0.525
-7.418	-6.094	0.525
-14.878	-13.553	0.525
