11.295	-13.371	0.525
11.631	-14.079	0.525
11.818	-14.572	0.525
12.036	-15.322	0.525
12.194	-16.047	0.525
12.271	-16.255	0.525
12.374	-16.449	0.525
12.58	-16.724	0.525
12.735	-16.874	0.525
13.016	-17.07	0.525
13.211	-17.164	0.525
13.535	-17.26	0.525
22.76	-17.26	0.525
22.76	2.26	0.525
13.528	2.26	0.525
13.398	2.229	0.525
13.08	2.104	0.525
12.797	1.924	0.525
12.553	1.694	0.525
12.355	1.419	0.525
12.257	1.222	0.525
12.183	1.011	0.525
12.037	0.324	0.525
11.899	-0.18	0.525
11.728	-0.676	0.525
11.527	-1.159	0.525
11.295	-1.629	0.525
11.034	-2.083	0.525
10.745	-2.519	0.525
10.428	-2.937	0.525
10.086	-3.333	0.525
9.717	-3.708	0.525
9.127	-4.221	0.525
8.704	-4.533	0.525
8.262	-4.817	0.525
7.572	-5.188	0.525
6.848	-5.492	0.525
6.098	-5.725	0.525
5.329	-5.886	0.525
4.55	-5.973	0.525
4.029	-5.99	0.525
-4.031	-5.99	0.525
-4.81	-5.953	0.525
-5.587	-5.841	0.525
-6.35	-5.655	0.525
-7.091	-5.399	0.525
-7.574	-5.187	0.525
-8.264	-4.816	0.525
-8.918	-4.381	0.525
-9.527	-3.885	0.525
-10.084	-3.334	0.525
-10.429	-2.935	0.525
-10.893	-2.303	0.525
-11.295	-1.629	0.525
-11.631	-0.921	0.525
-11.818	-0.428	0.525
-12.036	0.322	0.525
-12.194	1.047	0.525
-12.271	1.255	0.525
-12.374	1.45	0.525
-12.58	1.724	0.525
-12.735	1.874	0.525
-13.016	2.07	0.525
-13.211	2.164	0.525
-13.535	2.26	0.525
-22.76	2.26	0.525
-22.76	-17.26	0.525
-13.528	-17.26	0.525
-13.394	-17.228	0.525
-13.185	-17.153	0.525
-12.884	-16.988	0.525
-12.711	-16.853	0.525
-12.556	-16.697	0.525
-12.355	-16.419	0.525
-12.257	-16.222	0.525
-12.183	-16.011	0.525
-12.037	-15.324	0.525
-11.899	-14.82	0.525
-11.728	-14.324	0.525
-11.527	-13.841	0.525
-11.295	-13.371	0.525
-11.034	-12.917	0.525
-10.745	-12.481	0.525
-10.428	-12.063	0.525
-10.086	-11.667	0.525
-9.717	-11.292	0.525
-9.127	-10.779	0.525
-8.704	-10.467	0.525
-8.262	-10.183	0.525
-7.572	-9.812	0.525
-6.848	-9.508	0.525
-6.098	-9.275	0.525
-5.329	-9.114	0.525
-4.55	-9.027	0.525
-4.029	-9.01	0.525
4.031	-9.01	0.525
4.81	-9.047	0.525
5.587	-9.159	0.525
6.35	-9.345	0.525
7.091	-9.601	0.525
7.574	-9.813	0.525
8.264	-10.184	0.525
8.918	-10.619	0.525
9.527	-11.115	0.525
10.084	-11.666	0.525
10.429	-12.065	0.525
10.775	-12.535	0.525
